date,min,max,median,q1,q3,stdev,count
2024-03-21T00:00:00.000Z,31.9,65.0,48.45,31.9,65.0,16.55,2
2024-03-22T00:00:00.000Z,71.0,71.0,71.0,71.0,71.0,0.0,1
2024-03-23T00:00:00.000Z,65.0,67.0,65.0,65.0,67.0,0.943,3
2024-03-25T00:00:00.000Z,45.1,45.1,45.1,45.1,45.1,0.0,1
2024-03-30T00:00:00.000Z,57.0,57.0,57.0,57.0,57.0,0.0,1
2024-03-31T00:00:00.000Z,67.0,67.0,67.0,67.0,67.0,0.0,1
2024-04-01T00:00:00.000Z,63.0,63.0,63.0,63.0,63.0,0.0,1
2024-04-03T00:00:00.000Z,77.0,77.0,77.0,77.0,77.0,0.0,1
2024-04-04T00:00:00.000Z,81.0,81.0,81.0,81.0,81.0,0.0,1
2024-04-05T00:00:00.000Z,63.0,63.0,63.0,63.0,63.0,0.0,1
2024-04-06T00:00:00.000Z,49.5,51.7,50.6,49.5,51.7,1.1,2
2024-04-11T00:00:00.000Z,61.0,61.0,61.0,61.0,61.0,0.0,1
2024-04-14T00:00:00.000Z,49.5,49.5,49.5,49.5,49.5,0.0,1
2024-04-16T00:00:00.000Z,71.0,71.0,71.0,71.0,71.0,0.0,1
2024-04-17T00:00:00.000Z,79.0,79.0,79.0,79.0,79.0,0.0,1
2024-04-18T00:00:00.000Z,89.0,89.0,89.0,89.0,89.0,0.0,1
2024-04-19T00:00:00.000Z,77.0,77.0,77.0,77.0,77.0,0.0,1
2024-04-22T00:00:00.000Z,46.2,46.2,46.2,46.2,46.2,0.0,1
2024-04-25T00:00:00.000Z,69.0,69.0,69.0,69.0,69.0,0.0,1
2024-04-26T00:00:00.000Z,57.0,57.0,57.0,57.0,57.0,0.0,1
2024-05-04T00:00:00.000Z,57.0,57.0,57.0,57.0,57.0,0.0,1
2024-05-06T00:00:00.000Z,59.0,59.0,59.0,59.0,59.0,0.0,1
2024-05-08T00:00:00.000Z,49.5,49.5,49.5,49.5,49.5,0.0,1
2024-05-10T00:00:00.000Z,57.0,57.0,57.0,57.0,57.0,0.0,1
2024-05-13T00:00:00.000Z,38.5,38.5,38.5,38.5,38.5,0.0,1
2024-05-15T00:00:00.000Z,25.3,40.7,35.2,25.3,40.7,6.372,3
2024-05-18T00:00:00.000Z,42.9,42.9,42.9,42.9,42.9,0.0,1
2024-05-23T00:00:00.000Z,18.7,42.9,30.8,18.7,42.9,12.1,2
